feature,edge_idx,z_std,ale_centred
d_log_dvol,3,-1.688127768504591,-1.7564659026736743e-05
d_log_dvol,4,-1.5380483984185724,-1.6498841285117786e-05
d_log_dvol,5,-1.4490537053158052,-1.5683001231825736e-05
d_log_dvol,6,-1.3531692945702967,-1.4548137380932284e-05
d_log_dvol,7,-1.290554861933566,-1.4127204787262352e-05
d_log_dvol,8,-1.2452134840900242,-1.3835324745348524e-05
d_log_dvol,9,-1.2066876499550419,-1.3541035537234828e-05
d_log_dvol,10,-1.1540472140066012,-1.2986388833558275e-05
d_log_dvol,11,-1.112748068512307,-1.2616756118011589e-05
d_log_dvol,12,-1.0782405520230256,-1.2157802354129425e-05
d_log_dvol,13,-1.0256806281826119,-1.1750834284219062e-05
d_log_dvol,14,-0.9910266089700089,-1.1366038899330059e-05
d_log_dvol,15,-0.9444400053070962,-1.0953781691403245e-05
d_log_dvol,16,-0.9199584036353106,-1.074629002488812e-05
d_log_dvol,17,-0.8877465111522423,-1.0355362371972413e-05
d_log_dvol,18,-0.8525955027816913,-1.0017030826081944e-05
d_log_dvol,19,-0.8199518620410515,-9.691599524619713e-06
d_log_dvol,20,-0.7888873659112331,-9.432593879244203e-06
d_log_dvol,21,-0.7620192459824718,-9.22655467576781e-06
d_log_dvol,22,-0.7291068931205568,-8.842465598779862e-06
d_log_dvol,23,-0.710569831333747,-8.634475529168165e-06
d_log_dvol,24,-0.6839764605321784,-8.319693842229507e-06
d_log_dvol,25,-0.6660779192271518,-8.159488169501609e-06
d_log_dvol,26,-0.6480139176280515,-8.038819808864654e-06
d_log_dvol,27,-0.6242703410743923,-7.784822495016423e-06
d_log_dvol,28,-0.5811714187129607,-7.491158052919426e-06
d_log_dvol,29,-0.543469652129343,-6.9793671943377635e-06
d_log_dvol,30,-0.5185091896776244,-6.7033091201599095e-06
d_log_dvol,31,-0.49989145305178984,-6.47204326214044e-06
d_log_dvol,32,-0.47156237123762856,-6.268471190940298e-06
d_log_dvol,33,-0.448457000379968,-6.033723787202442e-06
d_log_dvol,34,-0.43251397765319405,-5.8138602642591e-06
d_log_dvol,35,-0.41884875503479285,-5.628094394017106e-06
d_log_dvol,36,-0.3915615486979891,-5.3841483608655185e-06
d_log_dvol,37,-0.3711362193397882,-5.215629906563416e-06
d_log_dvol,38,-0.35571592468615093,-5.004584844248464e-06
d_log_dvol,39,-0.3295078975741173,-4.655246223994917e-06
d_log_dvol,40,-0.3059635778785242,-4.35849310946899e-06
d_log_dvol,41,-0.2855086045808086,-4.222299304790548e-06
d_log_dvol,42,-0.26541266665798263,-4.046608120522913e-06
d_log_dvol,43,-0.24108251685395823,-3.743546551793523e-06
d_log_dvol,44,-0.22320324087033944,-3.5673042137366142e-06
d_log_dvol,45,-0.1998445188788913,-3.304592661668474e-06
d_log_dvol,46,-0.16635770857608229,-2.970108704692146e-06
d_log_dvol,47,-0.14006705174513653,-2.643163549298814e-06
d_log_dvol,48,-0.10898431436958206,-2.2974709796178363e-06
d_log_dvol,49,-0.09268058331938689,-2.090984631597829e-06
d_log_dvol,50,-0.07231697171886148,-1.8801355653911092e-06
d_log_dvol,51,-0.05115281282978745,-1.6623124938111946e-06
d_log_dvol,52,-0.029799090451325942,-1.498350735862667e-06
d_log_dvol,53,-0.005740999960050725,-1.1639295340207614e-06
d_log_dvol,54,0.012210716061969133,-1.03147557155601e-06
d_log_dvol,55,0.036834800432923066,-8.180821939210805e-07
d_log_dvol,56,0.0688323552683961,-5.763516045978836e-07
d_log_dvol,57,0.0904774323501079,-3.201032913627646e-07
d_log_dvol,58,0.124715247207296,6.178503582056826e-08
d_log_dvol,59,0.14098233084593179,1.9599280249828687e-07
d_log_dvol,60,0.1518932548612997,3.2435185033343394e-07
d_log_dvol,61,0.16762889801419525,5.746402447878349e-07
d_log_dvol,62,0.20080075184545615,1.1162232507852163e-06
d_log_dvol,63,0.22360926274792214,1.4781125568627171e-06
d_log_dvol,64,0.24677008155356547,1.7183777796911013e-06
d_log_dvol,65,0.26633823164207465,1.8657968664067734e-06
d_log_dvol,66,0.2804616907877273,2.1251915481409664e-06
d_log_dvol,67,0.3157132988648319,2.454914755100864e-06
d_log_dvol,68,0.35466672111612446,2.8444417861758406e-06
d_log_dvol,69,0.39897977468706747,3.374273609035546e-06
d_log_dvol,70,0.41187286191491657,3.5293269942779e-06
d_log_dvol,71,0.4377963785339364,3.8458626701706375e-06
d_log_dvol,72,0.4752982878228098,4.196165013747551e-06
d_log_dvol,73,0.5097591819089653,4.622425057898246e-06
d_log_dvol,74,0.5340773875098891,4.904804518157354e-06
d_log_dvol,75,0.5567762116201825,5.139154387445407e-06
d_log_dvol,76,0.5944771291667357,5.586080083896624e-06
d_log_dvol,77,0.6299699810402731,5.993691848682166e-06
d_log_dvol,78,0.6633119096006328,6.503688274217231e-06
d_log_dvol,79,0.7002664252036077,6.894292715453295e-06
d_log_dvol,80,0.7508737628416287,7.491632009925771e-06
d_log_dvol,81,0.780582226078805,7.852982269862215e-06
d_log_dvol,82,0.8195946295388501,8.264334445295637e-06
d_log_dvol,83,0.8566570119910883,8.599770643224721e-06
